0001223069,15050,0420,00000,0,00000,0000,00000,0,0,04979,1119,05573,1,0

0001223169,15050,0420,00000,0,00000,0000,00000,0,0,04976,1420,07069,1,0

0001223269,15038,0398,00000,0,00001,0000,00000,0,0,04982,0974,04851,1,0

0001223369,15038,0398,00000,0,00000,0001,00000,0,0,04984,0940,04685,1,0

0001223469,15038,0398,00000,0,00000,0000,00000,0,0,04993,0905,04518,1,0

0001223569,15052,0435,00000,0,00000,0003,00000,0,0,04980,0909,04528,1,0

0001223669,15052,0435,00000,0,00001,0000,00000,0,0,04979,0952,04742,1,0

0001223769,15052,0435,00000,0,00000,0000,00000,0,0,04977,0914,04551,1,0

0001223869,15036,0373,00000,0,00000,0000,00000,0,0,04978,0900,04480,1,0

0001223969,15036,0373,00000,0,00000,0000,00000,0,0,04983,0941,04689,1,0

0001224069,15036,0373,00000,0,00003,0005,00000,0,0,04980,0987,04917,1,0

0001224169,15023,0386,00000,0,00001,0003,00000,0,0,04981,0916,04564,1,0

0001224269,15023,0386,00000,0,00001,0000,00000,0,0,04979,0909,04526,1,0

0001224369,15023,0386,00000,0,00001,0000,00000,0,0,04982,0902,04493,1,0

0001224469,15048,0381,00000,0,00000,0001,00000,0,0,04978,0913,04548,1,0

0001224569,15048,0381,00000,0,00000,0002,00000,0,0,04979,0920,04578,1,0

0001224669,15048,0381,00000,0,00000,0004,00000,0,0,04984,0901,04495,1,0

0001224769,15048,0381,00000,0,00002,0000,00000,0,0,04972,0929,04621,1,0

0001224869,15051,0361,00000,0,00000,0000,00000,0,0,04979,0906,04513,1,0

0001224969,15051,0361,00000,0,00003,0002,00000,0,0,04978,0897,04467,1,0

0001225069,15051,0361,00000,0,00000,0003,00000,0,0,04974,0948,04715,1,0

0001225169,15039,0392,00000,0,00000,0000,00000,0,0,04974,1227,06101,1,0

0001225269,15039,0392,00000,0,00000,0001,00000,0,0,04981,1239,06174,1,0

0001225369,15039,0392,00000,0,00000,0000,00000,0,0,04973,0991,04930,1,0

0001225469,15063,0387,00000,0,00000,0002,00000,0,0,04975,0983,04893,1,0

0001225569,15063,0387,00000,0,00003,0000,00000,0,0,04973,1356,06746,1,0

0001225669,15063,0387,00000,0,00000,0000,00000,0,0,04983,0906,04517,1,0

0001225769,15060,0356,00000,0,00000,0000,00000,0,0,04979,0910,04529,1,0

0001225869,15060,0356,00000,0,00000,0000,00000,0,0,04975,0992,04933,1,0

0001225969,15060,0356,00000,0,00000,0001,00000,0,0,04971,1514,07523,1,0

0001226069,15047,0374,00000,0,00001,0000,00000,0,0,04984,0902,04497,1,0

0001226169,15047,0374,00000,0,00002,0003,00000,0,0,04973,1442,07174,1,0

0001226269,15047,0374,00000,0,00000,0000,00000,0,0,04982,0993,04947,1,0

0001226369,15056,0357,00000,0,00000,0000,00000,0,0,04968,1279,06356,1,0

0001226469,15056,0357,00000,0,00000,0000,00000,0,0,04986,0896,04470,1,0

0001226569,15056,0357,00000,0,00000,0000,00000,0,0,04985,0922,04599,1,0

0001226669,15055,0389,00000,0,00002,0000,00000,0,0,04984,0912,04547,1,0

0001226769,15055,0389,00000,0,00001,0000,00000,0,0,04975,0909,04523,1,0

0001226869,15055,0389,00000,0,00000,0004,00000,0,0,04972,1520,07555,1,0

0001226969,15020,0574,00000,0,00002,0002,00000,0,0,04956,1504,07452,1,0

0001227069,15020,0574,00000,0,00000,0000,00000,0,0,04971,1528,07593,1,0

0001227169,15020,0574,00000,0,00000,0000,00000,0,0,04972,1280,06367,1,0

0001227269,15025,0483,00000,0,00004,0000,00000,0,0,04981,1317,06560,1,0

0001227369,15025,0483,00000,0,00000,0000,00000,0,0,04964,1532,07608,1,0

0001227469,15025,0483,00000,0,00001,0003,00000,0,0,04979,1276,06351,1,0

0001227569,15042,0464,00000,0,00000,0000,00000,0,0,04980,1377,06859,1,0

0001227669,15042,0464,00000,0,00003,0000,00000,0,0,04984,1255,06259,1,0

0001227769,15042,0464,00000,0,00000,0000,00000,0,0,04981,1302,06488,1,0

0001227869,15035,0485,00000,0,00004,0003,00000,0,0,04982,1354,06747,1,0

0001227969,15035,0485,00000,0,00002,0000,00000,0,0,04979,0975,04852,1,0

0001228069,15035,0485,00000,0,00000,0005,00000,0,0,04979,0944,04701,1,0

0001228169,15037,0442,00000,0,00002,0000,00000,0,0,04974,1020,05072,1,0

0001228269,15037,0442,00000,0,00000,0000,00000,0,0,04973,1264,06286,1,0

0001228369,15037,0442,00000,0,00000,0000,00000,0,0,04975,1336,06645,1,0

